"","Loans.funded_amnt","Loans.loan_amnt","Loans.dti","Loans.emp_length","Loans.installment","Loans.annual_inc","Loans.revol_bal","earlyear","proputil","Loans.open_acc","Loans.loan_status"
"317",20000,20000,10.79,10,478.64,78216,25161,95,80.3,8,"Charged Off"
"318",18000,18000,7.82,1,449.97,62000,11273,88,86.7,8,"Charged Off"
"323",5000,5000,23.84,2,167.08,30000,7980,101,89.7,8,"Charged Off"
"327",12000,12000,13,10,386.7,55000,11774,98,75.5,10,"Charged Off"
"338",10000,10000,21.83,5,330.76,32000,7346,101,59.6,11,"Charged Off"
"339",24000,24000,3.94,10,762.08,116400,3885,92,8.1,14,"Charged Off"
"343",12000,12000,16.36,10,396.92,57200,22059,100,68.5,11,"Charged Off"
"347",10000,10000,12.03,2,335.45,35000,10472,100,84.6,10,"Charged Off"
"355",9750,9750,29.04,4,303.34,35000,13275,96,51.7,9,"Charged Off"
"360",3000,3000,10.73,3,77.88,53004,1985,103,79.4,3,"Charged Off"
"361",25000,25000,20.04,10,654.31,60000,17035,100,94.9,12,"Charged Off"
"364",8875,8875,23.11,5,297.72,35360,13003,105,71.1,9,"Charged Off"
"375",12000,12000,6.75,3,381.04,32000,5329,105,59.2,9,"Charged Off"
"379",15000,15000,24.76,3,338.93,30000,16876,104,65.7,7,"Charged Off"
"380",8050,8050,14.8,1,270.04,36000,12000,107,81.3,4,"Charged Off"
"387",6000,6000,1.68,0,121.38,30084,2192,94,10,6,"Charged Off"
"410",1500,1500,4.59,0,54.72,17000,1497,107,99.8,10,"Charged Off"
"412",16925,20000,16.51,10,399.55,75000,21513,95,74.9,10,"Charged Off"
"421",8500,8500,8.5,9,291.63,50000,9354,104,61.5,15,"Charged Off"
"427",20675,33425,25.71,2,475.63,75000,50670,78,50.5,10,"Charged Off"
"430",18000,18000,18.18,0,397.77,40000,12806,99,68.8,6,"Charged Off"
"432",20000,20000,9.46,10,494.59,60000,16326,95,41,13,"Charged Off"
"454",14400,14400,7.82,5,522.41,51871,8092,106,79.3,5,"Charged Off"
"458",4200,4200,10.13,9,105,43000,8843,96,77,9,"Charged Off"
"460",3000,3000,13.37,10,97.72,86004,23964,97,64.6,8,"Charged Off"
"462",15000,15000,21.99,1,529.51,110000,40370,98,84.1,12,"Charged Off"
"472",10000,10000,17.15,8,357.88,68000,6754,102,92.5,7,"Charged Off"
"476",16000,16000,24.66,1,500.65,51000,29485,92,81,8,"Charged Off"
"480",2200,2200,5.47,10,76.56,48000,10130,100,83.7,3,"Charged Off"
"484",25000,25000,21.13,10,654.31,105000,28380,100,85.3,16,"Charged Off"
"485",8000,8000,25.12,1,165.68,51204,20888,87,37.6,16,"Charged Off"
"492",23250,35000,16.39,3,619.88,85000,18515,84,76.5,10,"Charged Off"
"501",12000,12000,16.13,0,283.28,75000,16664,100,89.4,14,"Charged Off"
"510",21250,21250,14.27,5,710.08,37000,14899,100,69.3,8,"Charged Off"
"519",15000,15000,10.72,10,521.97,60000,12333,102,75.2,7,"Charged Off"
"522",4000,4000,17.6,6,134.18,30000,1296,96,5.5,8,"Charged Off"
"528",4000,4000,15.2,10,105.78,45000,3722,96,22.4,5,"Charged Off"
"532",12000,12000,13.81,6,413.94,54400,13239,98,60.2,14,"Charged Off"
"534",8000,8000,14.23,1,213.29,42500,9870,104,95,10,"Charged Off"
"536",13000,13000,12.9,10,458.91,28000,6901,101,93.3,4,"Charged Off"
"541",24000,24000,21.29,5,603.98,68809,3343,105,25.3,10,"Charged Off"
"542",11200,11200,22.88,3,374.26,75000,25673,96,74.4,8,"Charged Off"
"553",12000,12000,8.49,2,411.71,28000,8738,107,68.5,9,"Charged Off"
"554",28000,28000,5.29,4,876.13,118000,11849,95,24.8,7,"Charged Off"
"556",3000,3000,4.89,10,93.88,65000,3413,94,85.3,4,"Charged Off"
"562",18625,28000,23.41,8,418.27,84996,47111,98,44.2,13,"Charged Off"
"566",16000,16000,18.39,10,408.48,49000,22500,101,94.5,15,"Charged Off"
"572",11000,11000,4.74,4,344.2,80000,7690,99,77.7,8,"Charged Off"
"573",5000,5000,22.81,6,176.51,85000,19925,104,90,9,"Charged Off"
"575",10000,10000,15.9,6,335.45,36000,6397,106,65.3,8,"Charged Off"
"580",3000,3000,15.16,4,105.91,65000,9089,107,60.2,12,"Charged Off"
"581",7700,7700,18.58,3,273.65,29772.96,9206,100,82.9,6,"Charged Off"
"586",24500,24500,9.09,4,661.3,85000,19668,104,94.4,6,"Charged Off"
"589",22200,22200,13.33,2,818.49,160000,10070,96,89.1,12,"Charged Off"
"591",13000,13000,16.93,10,406.78,28000,14078,100,66.1,7,"Charged Off"
"593",3600,3600,19,10,120.77,60000,1104,101,13,10,"Charged Off"
"594",12375,12375,20.88,5,349.79,40000,13768,96,22.5,27,"Charged Off"
"608",7100,7100,23.85,1,244.91,33000,5148,106,41.5,10,"Charged Off"
"610",22400,22400,7.02,6,628.13,85000,13773,72,58.7,14,"Charged Off"
"612",22250,22250,15.63,2,746.38,41000,15791,104,61.9,8,"Charged Off"
"615",7650,7650,23.96,5,253.04,57000,24086,106,63.4,10,"Charged Off"
"617",20675,20675,23.31,7,494.8,50132,9487,100,74.1,6,"Charged Off"
"624",20500,20500,28.32,0,463.2,47800,23823,99,52.2,10,"Charged Off"
"629",29000,29000,7.22,10,651.27,65000,18918,100,57.7,6,"Charged Off"
"635",12000,12000,10.6,9,421.65,88000,11434,102,77.8,11,"Charged Off"
"642",10000,10000,20.96,10,339.31,30000,2780,107,32,10,"Charged Off"
"649",21600,21600,10.85,2,773.01,58600,21912,102,95.3,8,"Charged Off"
"681",8250,8250,20.25,3,218.17,27500,7432,107,79.7,8,"Charged Off"
"685",12000,12000,6.3,0,400.99,60000,8894,105,78.7,8,"Charged Off"
"686",7200,7200,12.69,2,238.15,33000,9071,107,70.3,10,"Charged Off"
"691",10000,10000,11.79,5,330.76,35000,11596,106,78.2,9,"Charged Off"
"693",10000,10000,20.05,10,343.09,77400,15862,84,87.6,14,"Charged Off"
"718",6000,6000,15.68,7,205.86,30000,13470,107,96.9,5,"Charged Off"
"721",7000,7000,20.31,0,248.77,41000,28651,103,97.8,7,"Charged Off"
"723",3000,3000,15.4,10,100.64,30000,9527,101,94.8,11,"Charged Off"
"729",13200,13200,9.55,2,436.61,41600,10086,101,77.6,10,"Charged Off"
"739",20000,20000,18.41,7,510.6,70000,10958,102,71.2,12,"Charged Off"
"745",18000,18000,12.87,0,610.75,66000,13938,94,42.9,10,"Charged Off"
"756",21350,35000,14.79,10,576.27,71316,18651,94,75.5,13,"Charged Off"
"762",16000,16000,21.14,0,402.65,50000,21627,105,70.5,8,"Charged Off"
"770",12000,12000,8.36,0,373.33,83000,18692,101,82.7,9,"Charged Off"
"773",13000,13000,7.69,5,485.12,42000,11612,106,99.5,5,"Charged Off"
"774",7125,7125,18.12,0,221.67,30000,12648,101,68,7,"Charged Off"
"787",9600,9600,27.34,10,298.67,55000,10204,101,74.8,10,"Charged Off"
"788",12000,12000,20.67,10,271.14,63000,23888,86,64.1,13,"Charged Off"
"791",15000,15000,13.83,6,521.97,38000,14406,105,91.8,7,"Charged Off"
"798",22250,22250,23.76,2,532.49,47532,33474,92,58.1,14,"Charged Off"
"808",6000,6000,6.68,1,198.46,37000,5846,100,88.6,4,"Charged Off"
"810",8200,8200,5.06,10,202.78,42000,5941,90,90,6,"Charged Off"
"819",15000,15000,20.14,8,364.46,37000,8626,100,83.7,11,"Charged Off"
"823",9875,15700,9.12,0,258.46,60000,13577,98,89.9,12,"Charged Off"
"827",22875,35000,14.08,4,593.77,235000,42936,92,83.8,13,"Charged Off"
"829",8225,12000,13.18,10,206.99,78000,8038,94,45.2,12,"Charged Off"
"834",13000,13000,19.09,7,340.24,55000,10520,102,47.8,17,"Charged Off"
"836",8000,8000,12.48,2,278.39,108000,10957,101,81.8,12,"Charged Off"
"864",1200,1200,13.41,8,40.26,34000,9040,100,94.2,6,"Charged Off"
"871",5000,5000,7.75,0,156.46,66000,16396,100,47.9,11,"Charged Off"
"877",35000,35000,7.93,5,944.71,90000,17017,102,82.2,9,"Charged Off"
"882",13250,13250,18.55,7,476.24,35000,5584,106,76.5,7,"Charged Off"
"898",10000,10000,10.41,5,330.76,29406,8692,104,82.5,5,"Charged Off"
"899",2200,2200,14.95,8,70.9,26004,3820,103,61.6,3,"Charged Off"
"900",24000,24000,13.9,1,805.08,120000,27314,106,83.3,9,"Charged Off"
"903",10625,10625,15.49,10,364.54,26500,5872,98,80.4,6,"Charged Off"
"905",7200,7200,20.46,0,270.86,88800,17998,94,57.5,34,"Charged Off"
"915",10400,10400,8.82,3,289.32,72000,9334,105,99.3,8,"Charged Off"
"919",12000,12000,14.49,9,276.06,55000,18622,102,50.1,8,"Charged Off"
"923",17200,17200,23.76,9,429.97,55000,18467,95,89,14,"Charged Off"
"925",10625,10625,23.2,0,351.44,30000,12103,103,70.4,11,"Charged Off"
"934",16400,16400,12.51,5,409.97,61500,14906,100,72.3,6,"Charged Off"
"938",13000,13000,17.3,10,418.93,50000,18246,101,30.7,13,"Charged Off"
"940",5000,5000,3.92,4,123.65,90000,6313,94,83.1,8,"Charged Off"
"942",18275,30000,23.21,10,487.24,110000,26101,89,56.3,17,"Charged Off"
"949",12000,12000,18.66,6,296.75,40000,29089,97,92.1,7,"Charged Off"
"955",5000,5000,21.71,5,171.55,61400,16624,99,93.1,11,"Charged Off"
"959",5000,5000,20.93,10,171.55,32000,11606,100,98.4,10,"Charged Off"
"962",8000,8000,23.79,4,267.33,35000,7223,100,76,13,"Charged Off"
"966",10175,16000,26.11,7,229.91,50000,6125,98,26,15,"Charged Off"
"970",10000,10000,12.75,5,257.43,40000,7803,106,72.2,13,"Charged Off"
"992",5350,5350,9.46,6,186.17,52000,21815,99,80.1,14,"Charged Off"
"998",6000,6000,12.66,0,187.75,23040,8282,98,62.3,6,"Charged Off"
"1009",19000,19000,18.09,3,469.86,38000,8145,101,69.6,15,"Charged Off"
"1013",15825,24000,9.98,1,434.11,122400,2844,97,25.9,10,"Charged Off"
"1022",20300,20300,27.76,0,475.2,80000,27388,100,59.6,14,"Charged Off"
"1031",2300,2300,10.23,0,71.56,78000,15190,93,26.1,18,"Charged Off"
"1033",18800,18800,11.73,7,511.57,75000,28858,100,93.1,7,"Charged Off"
"1044",24575,24575,19.75,10,637.9,59000,21151,94,63.7,9,"Charged Off"
"1060",5000,5000,7.14,5,188.1,21000,496,107,99.2,2,"Charged Off"
"1064",16175,17475,24.84,10,404.35,56000,15133,100,68.8,11,"Charged Off"
"1070",34475,34475,20.02,8,807.01,60000,27747,96,53.2,13,"Charged Off"
"1073",10050,10050,17.54,10,251.23,74143.68,15820,104,89.9,10,"Charged Off"
"1076",10000,10000,16.37,0,347.98,42000,9886,97,81.7,11,"Charged Off"
"1079",23350,35000,8.07,3,516,90000,5660,104,25.3,6,"Charged Off"
"1080",18200,18200,20.37,10,601.99,42000,10542,100,59.6,10,"Charged Off"
"1089",17000,17000,21.03,9,391.08,53000,6427,94,84.6,7,"Charged Off"
"1096",11100,11100,4.64,6,386.26,45000,9866,96,95.8,3,"Charged Off"
"1098",12000,12000,6.15,2,314.07,40000,7815,100,96.5,4,"Charged Off"
"1100",21000,21000,15.8,7,524.96,42000,15184,100,74.2,5,"Charged Off"
"1102",18500,18500,9.02,1,575.56,112000,5482,96,9.8,10,"Charged Off"
"1108",9500,9500,18.95,5,318.68,52000,30817,103,64.5,8,"Charged Off"
"1116",12000,12000,6.27,5,306.36,165000,5046,98,63.1,5,"Charged Off"
"1122",4000,4000,12.94,10,145.9,47000,2476,105,99,3,"Charged Off"
"1123",15000,15000,18.77,4,503.18,62000,21777,105,43.8,18,"Charged Off"
"1125",16500,16500,7.97,10,590.49,64000,16896,100,96,9,"Charged Off"
"1130",3000,3000,9.75,3,99.23,55000,11679,101,92.7,12,"Charged Off"
"1131",3500,3500,16.49,10,114.01,175000,54039,91,63.7,18,"Charged Off"
"1142",17500,17500,22.01,10,377.45,45256,24200,100,63.7,19,"Charged Off"
"1144",21675,35000,16.33,7,573.18,165000,26781,96,25.6,9,"Charged Off"
"1158",15000,15000,8.25,3,521.97,70000,22077,101,91.8,8,"Charged Off"
"1160",35000,35000,19.17,3,916.03,70000,26683,100,66.9,13,"Charged Off"
"1162",10350,12200,13.13,8,242.28,35000,2417,97,26,5,"Charged Off"
"1164",17000,25000,12.62,10,420.4,81000,20969,89,70.9,13,"Charged Off"
"1171",7175,7175,7.9,4,224.51,60000,9975,86,94.1,4,"Charged Off"
"1190",17000,17000,10.19,5,458.86,84000,6766,96,76.9,10,"Charged Off"
"1192",16000,16000,4.99,7,551.91,70000,3290,107,43.3,6,"Charged Off"
"1193",10000,10000,18.84,1,242.97,56496,14848,94,23.1,11,"Charged Off"
"1194",8000,8000,12.33,10,245.63,42240,9950,100,53.5,15,"Charged Off"
"1198",30000,30000,9.17,10,772.29,120000,21673,99,66,6,"Charged Off"
"1209",15000,15000,11.2,1,501.23,90000,14667,103,77.1,8,"Charged Off"
"1211",8400,8400,20.75,10,261.34,72000,3984,96,16,8,"Charged Off"
"1213",22750,22750,19.31,0,606.54,47840,16509,90,62.8,11,"Charged Off"
"1216",5000,5000,12.85,0,117.05,17000,3926,105,51.7,13,"Charged Off"
"1224",14000,14000,13.68,10,322.07,35000,13654,100,81.8,5,"Charged Off"
"1246",2400,2400,21.67,8,78.18,43080,4699,98,75.4,5,"Charged Off"
"1249",5000,5000,16.32,3,153.52,32500,443,103,27.7,12,"Charged Off"
"1255",2400,2400,17.38,10,77.34,72000,36496,95,80.8,8,"Charged Off"
"1259",10000,10000,16.56,10,359.43,30000,9781,107,88.1,11,"Charged Off"
"1260",10000,10000,13.95,0,339.31,26400,8032,102,78,7,"Charged Off"
"1263",22800,22800,10.02,8,569.96,68000,14174,100,65.6,11,"Charged Off"
"1267",3000,3000,24.27,1,99.23,18000,6858,101,21.5,4,"Charged Off"
"1289",4200,4200,21.91,10,128.96,35000,3826,99,63.8,6,"Charged Off"
"1291",7000,7000,11.76,5,193.58,50000,10197,107,88.7,9,"Charged Off"
"1293",3600,3600,17.25,1,91.91,32000,5944,104,68.3,8,"Charged Off"
"1294",14000,14000,10.78,10,322.07,27840,1430,90,57.2,5,"Charged Off"
"1301",14000,14000,13.44,2,456.03,35000,13811,100,46.2,8,"Charged Off"
"1302",20000,20000,3.02,10,715.75,50000,4245,93,38.2,3,"Charged Off"
"1303",16000,16000,19.44,4,551.91,50000,18998,100,90.9,8,"Charged Off"
"1309",12000,12000,15.16,10,306.36,1e+05,27476,94,82,18,"Charged Off"
"1314",17000,17000,19.73,3,427.82,75600,20152,88,74.1,7,"Charged Off"
"1316",4200,4200,10.48,10,92.82,99996,3395,92,4.8,12,"Charged Off"
"1319",19000,19000,22.34,1,478.15,49200,18884,94,94.4,8,"Charged Off"
"1323",4000,4000,19.15,6,102.98,48000,16543,103,63.4,9,"Charged Off"
"1328",10000,10000,17.18,5,339.31,60000,22174,83,86.6,9,"Charged Off"
"1346",5000,5000,23.36,6,167.73,30000,6310,100,45.1,8,"Charged Off"
"1348",2800,2800,13.2,3,87.12,27000,8268,101,42.6,6,"Charged Off"
"1350",4000,4000,17.53,2,121.75,54000,2529,87,8.2,8,"Charged Off"
"1353",12000,12000,17.72,9,317.33,95000,14824,104,97.5,9,"Charged Off"
"1362",4000,4000,23.23,6,134.18,42000,4763,100,36.9,18,"Charged Off"
"1369",6000,6000,17.81,1,203.59,32000,1524,103,21.2,4,"Charged Off"
"1371",2575,2575,19.67,0,90.48,44420,10201,97,91.1,11,"Charged Off"
"1376",6000,6000,24.85,10,210.83,39168,6347,97,81.6,13,"Charged Off"
"1378",14000,14000,5.35,1,349.98,52000,8555,99,75,4,"Charged Off"
"1385",20000,20000,10.16,4,468.17,45000,15197,104,88.7,7,"Charged Off"
"1391",15000,15000,24.58,7,358.98,77000,12246,98,70,8,"Charged Off"
"1396",25000,25000,19.25,10,680.28,76000,13871,105,84.1,8,"Charged Off"
"1397",7200,7200,22.06,0,238.15,50000,16852,102,65.3,14,"Charged Off"
"1406",5000,5000,19.54,2,171.55,42000,8644,105,91,5,"Charged Off"
"1408",5500,5500,16.73,2,171.11,36500,3272,106,26.8,6,"Charged Off"
"1414",6000,6000,21.99,3,132.59,39996,31994,99,93.5,13,"Charged Off"
"1417",15600,15600,11.54,10,365.18,1e+05,14607,93,56.4,9,"Charged Off"
"1429",6000,6000,19.04,2,201.27,45000,25082,103,80.8,10,"Charged Off"
"1431",30000,30000,8.5,0,799.84,525000,37725,100,75,14,"Charged Off"
"1436",15000,15000,18.46,1,345.08,31000,7258,104,53,9,"Charged Off"
"1438",9600,9600,24.09,3,343.56,42000,33634,104,96.4,8,"Charged Off"
"1452",3600,3600,21.54,1,110.54,60000,15502,99,70.1,12,"Charged Off"
"1461",20500,20500,2.29,10,442.15,78586,3564,79,3.8,19,"Charged Off"
"1463",8475,8475,22.27,10,284.3,38423.87,17813,86,58.2,17,"Charged Off"
"1471",4000,4000,15.63,7,124.45,47000,1625,99,4.4,18,"Charged Off"
"1475",26000,26000,21.92,10,587.47,49000,27828,91,59.7,15,"Charged Off"
"1500",12000,12000,12.14,2,311.49,35004,9047,99,98.3,4,"Charged Off"
"1504",2200,2200,21.65,4,69.86,50000,28958,101,65.7,11,"Charged Off"
"1512",24000,24000,6.96,0,612.72,150000,21515,79,67.2,9,"Charged Off"
"1513",10275,10275,27.78,5,315.49,32400,11362,97,34.6,9,"Charged Off"
"1526",23600,23600,7.94,2,647.39,73174.4,9046,99,28.8,12,"Charged Off"
"1530",12000,12000,14,10,400.99,54600,12007,100,94.5,7,"Charged Off"
"1531",15000,15000,16.34,8,488.6,75000,20796,102,59.8,16,"Charged Off"
"1534",25000,25000,20.68,0,585.22,60000,19945,94,64.6,9,"Charged Off"
"1536",7875,7875,10.28,6,196.86,38400,9047,100,70.1,3,"Charged Off"
"1540",12300,12300,22.29,7,382.67,45000,27282,98,79.1,6,"Charged Off"
"1545",35000,35000,15.04,10,850.39,96000,28782,92,88,4,"Charged Off"
"1546",7000,7000,12.18,4,163.86,45996,27126,98,67.1,11,"Charged Off"
"1555",15850,15850,15.9,0,396.22,28000,16398,104,65.3,9,"Charged Off"
"1557",35000,35000,10.34,3,786.01,65000,17574,96,57.2,5,"Charged Off"
"1560",35000,35000,1.5,10,790.82,60000,955,98,6.4,5,"Charged Off"
"1563",12000,12000,13.41,7,311.49,34000,10928,96,49.4,6,"Charged Off"
"1569",29700,29700,11.49,5,742.45,58500,8322,95,15.8,9,"Charged Off"
"1574",24000,24000,8.05,10,542.28,220000,54079,99,41.2,11,"Charged Off"
"1576",19750,19750,8.8,10,454.35,60000,19464,88,60.4,9,"Charged Off"
"1580",35000,35000,13.06,4,908.5,60000,20839,94,85.1,7,"Charged Off"
"1583",16000,16000,12.39,10,359.32,40000,18531,101,85.9,8,"Charged Off"
"1590",25975,25975,11.8,2,668.68,46000,11259,105,94.6,6,"Charged Off"
"1594",15200,15200,22.19,5,528.93,96000,48872,95,90.5,15,"Charged Off"
"1630",24000,24000,17.15,6,566.56,90000,17948,97,56.3,13,"Charged Off"
"1634",8000,8000,11.13,5,268.36,36000,10736,100,82,6,"Charged Off"
"1645",12000,12000,6.1,5,423.61,125000,12136,104,44.2,9,"Charged Off"
"1648",13000,13000,6.33,6,436.09,118000,20564,98,89.8,9,"Charged Off"
"1651",15000,15000,21.41,10,382.95,50004,14020,89,47.7,10,"Charged Off"
"1652",35000,35000,18.36,3,989.29,220000,51941,100,93.2,8,"Charged Off"
"1654",6000,6000,8.92,0,200.5,30000,8061,107,63,5,"Charged Off"
"1658",5000,5000,24.54,10,177.7,89000,65029,90,92.6,24,"Charged Off"
"1666",19075,19075,23.91,8,480.04,41500,12838,100,70.7,11,"Charged Off"
"1667",3000,3000,8.24,0,95.26,61160,337,98,0.8,8,"Charged Off"
"1680",7000,7000,6.13,2,222.28,45000,9924,104,27.7,17,"Charged Off"
"1682",25000,25000,7.04,7,691.33,180000,11260,105,78.7,5,"Charged Off"
"1683",12000,12000,9.35,10,280.91,68000,5067,88,67.6,6,"Charged Off"
"1687",10400,10400,19.58,10,361.9,38004,13017,99,63.2,11,"Charged Off"
"1695",3000,3000,8.58,4,97.72,40000,1476,94,73.8,6,"Charged Off"
"1696",15075,15075,20.5,6,524.58,37000,15806,102,72.2,7,"Charged Off"
"1700",28000,28000,10.18,2,720.81,120000,35694,96,92.7,9,"Charged Off"
"1703",15000,15000,17.57,10,575.58,67000,9984,99,99.8,3,"Charged Off"
"1704",5000,5000,13.28,3,167.73,142000,32945,90,53.3,11,"Charged Off"
"1706",8000,8000,3.88,0,257.8,30000,273,104,18.2,4,"Charged Off"
"1707",4500,4500,18.92,10,154.4,55000,10637,93,66.8,16,"Charged Off"
"1717",12000,12000,19.09,5,400.99,69600,20419,97,69.2,12,"Charged Off"
"1718",9000,9000,6.38,2,297.69,35000,5761,104,91,6,"Charged Off"
"1720",35000,35000,16.56,4,952.39,85000,26325,100,89.8,15,"Charged Off"
"1723",20000,20000,23.31,10,460.1,40000,13953,88,80.8,9,"Charged Off"
"1743",12000,12000,14.38,10,317.33,65000,8335,103,93.7,6,"Charged Off"
"1756",16000,16000,21.16,1,445.1,120000,43109,86,72.3,25,"Charged Off"
"1771",18000,18000,13.07,6,471.1,55000,19639,101,47.6,21,"Charged Off"
"1775",17625,17625,19.17,6,469.91,36000,19820,89,85.1,17,"Charged Off"
"1783",24000,24000,25.54,3,542.28,85000,29750,89,96,10,"Charged Off"
"1785",10000,10000,14.01,6,353.01,80000,17508,100,72.9,13,"Charged Off"
"1788",1000,1000,15.54,2,36.68,38000,10118,101,99.2,8,"Charged Off"
"1790",19400,19400,4.69,10,517.23,65000,10457,91,73.5,3,"Charged Off"
"1799",22000,22000,6.27,4,593.82,63000,7077,103,71.5,5,"Charged Off"
"1809",35000,35000,15.84,0,973.64,1e+05,23854,94,80.6,10,"Charged Off"
"1815",3000,3000,12.87,4,106.62,59100,0,104,0,2,"Charged Off"
"1837",1000,1000,15,1,35.31,14400,729,107,72.9,7,"Charged Off"
"1853",15000,15000,8.88,4,351.13,60000,16773,100,68.5,7,"Charged Off"
"1861",8000,8000,1.88,0,260.59,42816,1796,107,64.1,5,"Charged Off"
"1868",17000,17000,17.27,7,441.28,56000,9310,102,59.7,7,"Charged Off"
"1871",28625,28625,24.6,10,796.3,72000,9843,94,55.3,13,"Charged Off"
"1872",14000,14000,17.97,8,349.98,43000,7265,91,61.1,17,"Charged Off"
"1877",5800,5800,1,2,145.96,30000,0,101,0,8,"Charged Off"
"1880",1000,1000,22.08,0,35.31,17280,4431,108,70.3,7,"Charged Off"
"1885",12500,12500,19.95,6,309.12,35000,17657,98,71.4,10,"Charged Off"
"1895",20000,20000,16.23,10,539.84,90000,21008,106,63.2,11,"Charged Off"
"1898",25000,25000,12.08,2,661.1,49960,19164,100,72,11,"Charged Off"
"1901",7000,7000,24.58,6,240.17,55900,11293,105,80.7,10,"Charged Off"
"1903",17000,17000,13.17,7,437.63,35000,19976,95,57.9,6,"Charged Off"
"1910",15600,15600,22.78,5,408.29,55000,10078,103,73,13,"Charged Off"
"1913",21600,21600,17.67,6,787.85,92001,12145,97,73.3,11,"Charged Off"
"1916",10000,10000,17.07,5,311.11,35000,8269,101,66.7,6,"Charged Off"
"1917",15000,15000,18.98,8,358.98,38000,15634,98,68.3,9,"Charged Off"
"1923",6400,6400,6.93,2,229.04,55200,6393,107,47.4,7,"Charged Off"
"1927",18000,18000,15,10,563.23,80000,16149,100,74.5,8,"Charged Off"
"1931",25000,25000,20.79,10,618.23,55000,14933,101,56.8,14,"Charged Off"
"1945",2000,2000,15.61,1,70.61,30972,2925,105,88.6,4,"Charged Off"
"1947",12700,12700,6.04,5,420.07,60000,7169,84,59.8,6,"Charged Off"
"1952",6600,6600,15.87,3,172.74,72000,2102,104,19,8,"Charged Off"
"1955",22250,22250,21.9,2,605.45,56000,21905,90,92.4,9,"Charged Off"
"1960",24000,24000,22.49,4,617.83,125000,25238,98,78.1,9,"Charged Off"
"1966",15000,15000,10.45,10,382.95,65000,17293,97,72.4,6,"Charged Off"
"1974",12000,12000,13.75,10,280.91,57500,11683,97,43.3,10,"Charged Off"
"1983",33000,33000,7.11,0,1203.66,115000,23848,101,48.3,12,"Charged Off"
"1986",10000,10000,9.57,10,355.39,40000,7691,101,59.2,10,"Charged Off"
"1994",18000,18000,15.07,4,563.23,50000,10498,105,68.6,8,"Charged Off"
"1999",15000,15000,4.68,5,338.93,60000,8319,100,46.7,8,"Charged Off"
"2009",7500,7500,15.21,9,251.59,40000,8144,100,62.2,9,"Charged Off"
"2012",8000,8000,17.3,10,207.66,108000,16619,102,45.8,11,"Charged Off"
"2016",20000,20000,15.35,1,528.88,41600,13318,102,78.3,9,"Charged Off"
"2025",4000,4000,12.37,6,132.31,32993.73,8512,105,58.7,12,"Charged Off"
"2033",16250,16250,15.94,5,543,53000,20201,103,37.2,14,"Charged Off"
"2043",8300,8300,3.8,0,263.56,30000,4178,106,36,14,"Charged Off"
"2045",35000,35000,11.2,7,925.54,175000,28240,94,94.1,3,"Charged Off"
"2046",18000,18000,19.83,7,449.97,42000,23240,101,64.4,10,"Charged Off"
"2054",25000,25000,5.68,3,629.14,60000,4666,100,31,4,"Charged Off"
"2056",30000,30000,24.14,5,809.75,1e+05,22499,98,84.6,13,"Charged Off"
"2061",35000,35000,20.66,10,901.01,85602,14249,88,59.6,12,"Charged Off"
"2070",12000,12000,12.47,10,287.19,54000,15378,99,66.6,12,"Charged Off"
"2081",18725,18725,23.35,9,468.09,52000,8326,93,56.6,9,"Charged Off"
"2085",16500,16500,3.13,5,364.62,33000,2096,103,23,8,"Charged Off"
"2137",8000,8000,7.71,2,248.89,42000,11720,100,59.2,4,"Charged Off"
"2143",21200,21200,21.18,10,708.41,60000,6334,92,64.6,7,"Charged Off"
"2145",21500,21500,18.28,4,558.08,43000,11943,106,51.1,11,"Charged Off"
"2154",5000,5000,10.84,10,153.52,37513,17844,92,54.1,10,"Charged Off"
"2166",7200,7200,12.12,0,244.3,114000,81405,100,92.4,9,"Charged Off"
"2180",21000,21000,6.52,2,566.83,71040,11639,97,94.6,9,"Charged Off"
"2184",10000,10000,23.1,6,343.09,60000,9881,97,72.7,12,"Charged Off"
"2197",7750,7750,17.34,5,265.9,26400,7000,102,52.2,6,"Charged Off"
"2207",18825,18825,22.42,4,520.57,50000,12594,105,92.6,9,"Charged Off"
"2208",10000,10000,19.56,2,311.11,80000,21640,83,72.2,13,"Charged Off"
"2212",20450,20450,23.14,0,526.45,52008,17779,97,78.5,8,"Charged Off"
"2213",12000,12000,19.77,3,411.71,40000,9000,106,43.9,10,"Charged Off"
"2216",7000,7000,21.06,2,228.02,36475,3976,105,62.4,19,"Charged Off"
"2227",24000,24000,18.35,10,612.72,86779,14905,93,78.5,18,"Charged Off"
"2235",18000,18000,17.57,10,467.23,75000,11776,100,97.3,9,"Charged Off"
"2263",5000,5000,14.33,4,169.66,36000,3989,108,72.5,6,"Charged Off"
